PERID,PNUM,age,household_id,pemploy,pstudent,ptype,sex,RELATE,ESR,GRADE,PAUG,DDP,WEEKS,HOURS,MSP,POVERTY,EARNS,pagecat,padkid
637998,1,67,290610,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
637999,2,73,290610,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638000,3,19,290610,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638001,1,67,290611,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638002,2,73,290611,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638003,3,19,290611,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638004,1,67,290612,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638005,2,73,290612,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638006,3,19,290612,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638007,1,67,290613,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638008,2,73,290613,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638009,3,19,290613,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638010,1,67,290614,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638011,2,73,290614,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638012,3,19,290614,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638013,1,67,290615,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638014,2,73,290615,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638015,3,19,290615,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638016,1,67,290616,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638017,2,73,290616,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638018,3,19,290616,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638019,1,67,290617,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638020,2,73,290617,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638021,3,19,290617,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638022,1,67,290618,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638023,2,73,290618,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638024,3,19,290618,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638025,1,67,290619,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638026,2,73,290619,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638027,3,19,290619,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638028,1,67,290620,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638029,2,73,290620,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638030,3,19,290620,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638031,1,67,290621,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638032,2,73,290621,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638033,3,19,290621,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638034,1,63,290622,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638035,2,51,290622,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638036,3,18,290622,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638037,1,63,290623,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638038,2,51,290623,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638039,3,18,290623,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638040,1,63,290624,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638041,2,51,290624,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638042,3,18,290624,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638043,1,63,290625,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638044,2,51,290625,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638045,3,18,290625,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638046,1,63,290626,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638047,2,51,290626,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638048,3,18,290626,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638049,1,63,290627,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638050,2,51,290627,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638051,3,18,290627,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638052,1,63,290628,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638053,2,51,290628,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638054,3,18,290628,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638055,1,63,290629,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638056,2,51,290629,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638057,3,18,290629,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638058,1,66,290630,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638059,2,51,290630,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638060,3,18,290630,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638061,1,66,290631,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638062,2,51,290631,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638063,3,18,290631,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638064,1,66,290632,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638065,2,51,290632,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638066,3,18,290632,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638067,1,48,290633,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638068,2,15,290633,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638069,3,47,290633,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638070,1,60,290634,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638071,2,60,290634,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638072,3,20,290634,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638073,1,60,290635,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638074,2,60,290635,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638075,3,20,290635,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638076,1,60,290636,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638077,2,60,290636,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638078,3,20,290636,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638079,1,60,290637,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638080,2,60,290637,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638081,3,20,290637,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638082,1,60,290638,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638083,2,60,290638,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638084,3,20,290638,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638085,1,60,290639,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638086,2,60,290639,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638087,3,20,290639,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638088,1,60,290640,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638089,2,60,290640,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638090,3,20,290640,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638091,1,60,290641,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638092,2,60,290641,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638093,3,20,290641,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638094,1,60,290642,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638095,2,60,290642,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638096,3,20,290642,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638097,1,60,290643,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638098,2,60,290643,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638099,3,20,290643,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638100,1,60,290644,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638101,2,60,290644,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638102,3,20,290644,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638103,1,60,290645,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638104,2,60,290645,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638105,3,20,290645,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638106,1,60,290646,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638107,2,60,290646,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638108,3,20,290646,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638109,1,60,290647,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638110,2,60,290647,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638111,3,20,290647,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638112,1,60,290648,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638113,2,60,290648,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638114,3,20,290648,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638115,1,60,290649,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638116,2,60,290649,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638117,3,20,290649,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638118,1,60,290650,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638119,2,60,290650,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638120,3,20,290650,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638121,1,60,290651,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638122,2,60,290651,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638123,3,20,290651,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638124,1,60,290652,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638125,2,60,290652,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638126,3,20,290652,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638127,1,60,290653,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638128,2,60,290653,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638129,3,20,290653,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638130,1,60,290654,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638131,2,60,290654,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638132,3,20,290654,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638133,1,60,290655,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638134,2,60,290655,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638135,3,20,290655,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638136,1,60,290656,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638137,2,60,290656,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638138,3,20,290656,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638139,1,60,290657,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638140,2,60,290657,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638141,3,20,290657,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638142,1,60,290658,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638143,2,60,290658,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638144,3,20,290658,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638145,1,60,290659,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638146,2,60,290659,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638147,3,20,290659,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638148,1,60,290660,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638149,2,60,290660,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638150,3,20,290660,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638151,1,60,290661,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638152,2,60,290661,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638153,3,20,290661,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638154,1,60,290662,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638155,2,60,290662,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638156,3,20,290662,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638157,1,60,290663,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638158,2,60,290663,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638159,3,20,290663,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638160,1,60,290664,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638161,2,60,290664,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638162,3,20,290664,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638163,1,60,290665,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638164,2,60,290665,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638165,3,20,290665,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638166,1,60,290666,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638167,2,60,290666,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638168,3,20,290666,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638169,1,60,290667,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638170,2,60,290667,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638171,3,20,290667,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638172,1,60,290668,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638173,2,60,290668,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638174,3,20,290668,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638175,1,60,290669,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638176,2,60,290669,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638177,3,20,290669,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638178,1,60,290670,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638179,2,60,290670,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638180,3,20,290670,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638181,1,60,290671,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638182,2,60,290671,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638183,3,20,290671,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638184,1,60,290672,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638185,2,60,290672,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638186,3,20,290672,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638187,1,60,290673,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638188,2,60,290673,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638189,3,20,290673,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638190,1,60,290674,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638191,2,60,290674,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638192,3,20,290674,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638193,1,60,290675,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638194,2,60,290675,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638195,3,20,290675,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638196,1,60,290676,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638197,2,60,290676,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638198,3,20,290676,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638199,1,60,290677,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638200,2,60,290677,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638201,3,20,290677,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638202,1,37,290678,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638203,2,46,290678,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638204,3,4,290678,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638205,1,37,290679,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638206,2,46,290679,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638207,3,4,290679,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638208,1,37,290680,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638209,2,46,290680,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638210,3,4,290680,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638211,1,37,290681,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638212,2,46,290681,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638213,3,4,290681,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638214,1,37,290682,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638215,2,46,290682,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638216,3,4,290682,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638217,1,37,290683,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638218,2,46,290683,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638219,3,4,290683,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638220,1,57,290684,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638221,2,56,290684,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638222,3,23,290684,3,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638223,1,57,290685,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638224,2,56,290685,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638225,3,23,290685,3,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638226,1,43,290686,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638227,2,46,290686,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638228,3,10,290686,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638229,1,45,290687,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638230,2,41,290687,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638231,3,3,290687,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638232,1,54,290688,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638233,2,85,290688,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638234,3,75,290688,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638235,1,40,290689,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638236,2,42,290689,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638237,3,6,290689,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638238,1,40,290690,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638239,2,42,290690,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638240,3,6,290690,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638241,1,40,290691,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638242,2,42,290691,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638243,3,6,290691,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638244,1,40,290692,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638245,2,42,290692,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638246,3,6,290692,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638247,1,40,290693,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638248,2,42,290693,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638249,3,6,290693,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638250,1,40,290694,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638251,2,42,290694,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638252,3,6,290694,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638253,1,55,290695,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638254,2,60,290695,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
